           0  0.4894799      7.6452107E-03   1.037939      0.4309955    
         200  0.8750000      0.4519268       1.108436      0.4963979    
         400  0.8750000      0.4455528       1.087014      0.4752091    
         600  0.8750000      0.4330594       1.091540      0.4726228    
         800  0.8750000      0.4519163       1.094501      0.4673799    
        1000  0.8750000      0.4285387       1.079666      0.4765394    
        1200  0.8750000      0.4326798       1.082812      0.4642472    
        1400  0.8750000      0.4536559       1.092605      0.4748096    
        1600  0.8750000      0.4239301       1.085634      0.4761912    
        1800  0.8750000      0.4333407       1.086609      0.4749660    
        2000  0.8750000      0.4296797       1.077794      0.4779927    
        2200  0.8750000      0.4346587       1.088426      0.4755375    
        2400  0.8750000      0.4422434       1.091466      0.4720965    
        2600  0.8750000      0.4523970       1.088774      0.4773658    
        2800  0.8750000      0.4335899       1.079837      0.4766125    
        3000  0.8750000      0.4382470       1.090316      0.4718982    
        3200  0.8750000      0.4337552       1.087753      0.4722337    
        3400  0.8750000      0.4494956       1.082083      0.4727496    
        3600  0.8750000      0.4292677       1.085417      0.4773456    
        3800  0.8750000      0.4193681       1.078167      0.4690416    
        4000  0.8750000      0.4386291       1.088024      0.4705581    
        4200  0.8750000      0.4473954       1.090765      0.4748614    
        4400  0.8750000      0.4435171       1.081033      0.4780707    
        4600  0.8750000      0.4546495       1.094200      0.4718064    
        4800  0.8750000      0.4433758       1.085541      0.4794896    
        5000  0.8750000      0.4496575       1.087423      0.4732692    
        5200  0.8750000      0.4543498       1.091154      0.4741133    
        5400  0.8750000      0.4393065       1.097794      0.4732037    
        5600  0.8750000      0.4365838       1.083477      0.4710552    
        5800  0.8750000      0.4231500       1.086697      0.4716657    
        6000  0.8750000      0.4602357       1.092990      0.4778520    
        6200  0.8750000      0.4487228       1.093023      0.4704575    
        6400  0.8750000      0.4275048       1.082759      0.4728341    
        6600  0.8750000      0.4346540       1.087733      0.4776400    
        6800  0.8750000      0.4311831       1.084483      0.4771667    
        7000  0.8750000      0.4455793       1.088098      0.4777362    
        7200  0.8750000      0.4306836       1.095662      0.4647333    
        7400  0.8750000      0.4474478       1.093968      0.4743481    
        7600  0.8750000      0.4353919       1.081631      0.4771423    
        7800  0.8750000      0.4352262       1.083770      0.4687912    
        8000  0.8750000      0.4373533       1.081427      0.4788103    
        8200  0.8750000      0.4368938       1.086521      0.4736153    
        8400  0.8750000      0.4426724       1.089171      0.4698268    
        8600  0.8750000      0.4478496       1.090462      0.4737150    
        8800  0.8750000      0.4413291       1.088162      0.4694881    
        9000  0.8750000      0.4418573       1.083340      0.4777310    
        9200  0.8750000      0.4222043       1.084092      0.4743915    
        9400  0.8750000      0.4386342       1.097840      0.4704961    
        9600  0.8750000      0.4446765       1.085952      0.4743106    
        9800  0.8750000      0.4647600       1.097719      0.4706635    
