           0  0.4887113      7.4047525E-03   1.035919      0.4342428    
         200   1.000000      0.5955983       1.358693      0.4358503    
         400   1.000000      0.6070501       1.356971      0.4414118    
         600   1.000000      0.5695330       1.259723      0.4393797    
         800   1.000000      0.5518286       1.256693      0.4404601    
        1000   1.000000      0.5820748       1.267735      0.4417319    
        1200   1.000000      0.5727025       1.261459      0.4427569    
        1400   1.000000      0.5645829       1.271993      0.4409662    
        1600   1.000000      0.5624903       1.262563      0.4417661    
        1800   1.000000      0.5675921       1.259563      0.4385765    
        2000   1.000000      0.5702755       1.264701      0.4446927    
        2200   1.000000      0.5658470       1.258655      0.4408194    
        2400   1.000000      0.5628090       1.260254      0.4452497    
        2600   1.000000      0.5584465       1.260341      0.4461529    
        2800   1.000000      0.5708689       1.280128      0.4425651    
        3000   1.000000      0.5479398       1.261608      0.4444471    
        3200   1.000000      0.5591246       1.263015      0.4417231    
        3400   1.000000      0.5572605       1.259945      0.4442385    
        3600   1.000000      0.5597990       1.254760      0.4449278    
        3800   1.000000      0.5816954       1.277241      0.4447117    
        4000   1.000000      0.5847614       1.269517      0.4456677    
        4200   1.000000      0.5580015       1.259064      0.4452372    
        4400   1.000000      0.5658107       1.265382      0.4452374    
        4600   1.000000      0.5780491       1.269787      0.4383586    
        4800   1.000000      0.5799492       1.266999      0.4438980    
        5000   1.000000      0.5628031       1.260990      0.4482383    
        5200   1.000000      0.5626728       1.259570      0.4421910    
        5400   1.000000      0.5751516       1.272275      0.4445992    
        5600   1.000000      0.5559159       1.260725      0.4434066    
        5800   1.000000      0.5641615       1.262040      0.4445012    
        6000   1.000000      0.5573260       1.266846      0.4380485    
        6200   1.000000      0.5890343       1.279269      0.4439240    
        6400   1.000000      0.5529498       1.263200      0.4442353    
        6600   1.000000      0.5756533       1.267326      0.4427620    
        6800   1.000000      0.5595016       1.266362      0.4397698    
        7000   1.000000      0.5574816       1.261873      0.4438102    
        7200   1.000000      0.5735475       1.262960      0.4460943    
        7400   1.000000      0.5657009       1.260967      0.4411598    
        7600   1.000000      0.5677155       1.262045      0.4419967    
        7800   1.000000      0.5648866       1.261723      0.4436086    
        8000   1.000000      0.5651567       1.264991      0.4406592    
        8200   1.000000      0.5744880       1.264147      0.4416953    
        8400   1.000000      0.5637080       1.255714      0.4421047    
        8600   1.000000      0.5625619       1.257676      0.4443859    
        8800   1.000000      0.5568796       1.254399      0.4443322    
        9000   1.000000      0.5720483       1.257593      0.4437218    
        9200   1.000000      0.5813323       1.270933      0.4419201    
        9400   1.000000      0.5601413       1.265056      0.4454960    
        9600   1.000000      0.5854171       1.281213      0.4405515    
        9800   1.000000      0.5863917       1.276029      0.4450632    
