 0 0.48517033 0.007476064 1.0408298 0.43302795
 200 0.87053293 0.50398856 0.8678252 0.45813447
 400 0.87060905 0.5120062 0.8400064 0.4909226
 600 0.87060905 0.49787328 0.8462786 0.49377954
 800 0.87060905 0.4912721 0.85146683 0.49437833
 1000 0.87060905 0.48973048 0.8471276 0.49369422
 1200 0.87060905 0.47688097 0.85804915 0.4986949
 1400 0.87060905 0.4889137 0.8538085 0.4967237
 1600 0.87060905 0.47571146 0.8521671 0.4948621
 1800 0.87060905 0.4953313 0.8439969 0.49788865
 2000 0.87060905 0.48609665 0.8505398 0.49718082
 2200 0.87060905 0.5023375 0.85600036 0.49733514
 2400 0.87060905 0.49071905 0.8499547 0.49387223
 2600 0.87060905 0.49422756 0.8465935 0.49644983
 2800 0.87060905 0.47882757 0.8545903 0.5014829
 3000 0.87060905 0.49908924 0.851723 0.49674973
 3200 0.87060905 0.4748615 0.8581607 0.50181556
 3400 0.87060905 0.49140552 0.8501204 0.49648678
 3600 0.87060905 0.5002806 0.8511067 0.4933308
 3800 0.87060905 0.46912104 0.8546372 0.49587077
 4000 0.87060905 0.4951593 0.84151375 0.49291262
 4200 0.87060905 0.4952634 0.8518598 0.49641052
 4400 0.87060905 0.49339333 0.8430664 0.49441504
 4600 0.87060905 0.47455528 0.8561581 0.496681
 4800 0.87060905 0.48866403 0.8467567 0.49561405
 5000 0.87060905 0.4904536 0.84542614 0.49465758
 5200 0.87060905 0.4896172 0.8432482 0.49369475
 5400 0.87060905 0.4756348 0.85243183 0.4941959
 5600 0.87060905 0.48618165 0.85693944 0.49672836
 5800 0.87060905 0.49277672 0.850724 0.4960064
 6000 0.87060905 0.47663432 0.8505122 0.4972398
 6200 0.87060905 0.4563106 0.85330516 0.49743986
 6400 0.87060905 0.49755672 0.84992546 0.49720562
 6600 0.87060905 0.48407 0.846802 0.5014594
 6800 0.87060905 0.5019881 0.8468995 0.49929917
 7000 0.87060905 0.46990764 0.8507775 0.49848083
 7200 0.87060905 0.48710084 0.8518651 0.49630722
 7400 0.87060905 0.47757095 0.8526503 0.5001487
 7600 0.87060905 0.4912507 0.8518891 0.49727184
 7800 0.87060905 0.50455034 0.84695166 0.49787465
 8000 0.87060905 0.47876653 0.8553572 0.49884742
 8200 0.87060905 0.48480296 0.8455287 0.4961244
 8400 0.87060905 0.4862939 0.8549747 0.49445438
 8600 0.87060905 0.48284546 0.85573024 0.4929412
 8800 0.87060905 0.50448304 0.8467147 0.49638367
 9000 0.87060905 0.50125325 0.844486 0.49414384
 9200 0.87060905 0.4947461 0.84462965 0.49878192
 9400 0.87060905 0.49128014 0.85018104 0.4988879
 9600 0.87060905 0.49763498 0.8424036 0.49684373
 9800 0.87060905 0.48427463 0.85606253 0.49525273
