           0  0.4829089      1.0148706E-02   1.055207      0.4316875    
         200  0.8710799      0.5061293      0.7953087      0.5151412    
         400  0.8710815      0.5367810      0.7860516      0.4973801    
         600  0.8710815      0.5272509      0.7968521      0.4956640    
         800  0.8710815      0.5268760      0.7908357      0.5007988    
        1000  0.8710815      0.5398926      0.7911840      0.4998552    
        1200  0.8710815      0.5342096      0.7874590      0.5009274    
        1400  0.8710815      0.5157155      0.7945201      0.4992325    
        1600  0.8710815      0.5430546      0.7802690      0.4992316    
        1800  0.8710815      0.5325645      0.7906737      0.4960784    
        2000  0.8710815      0.5137679      0.7971342      0.4954391    
        2200  0.8710815      0.5338252      0.7869623      0.4987360    
        2400  0.8710815      0.5282511      0.7878370      0.4979423    
        2600  0.8710815      0.5140098      0.7894232      0.5002453    
        2800  0.8710815      0.5218710      0.7906354      0.4997466    
        3000  0.8710815      0.5311561      0.7920240      0.4981385    
        3200  0.8710815      0.5220405      0.7985094      0.4999596    
        3400  0.8710850      0.5100009      0.8028479      0.4984654    
        3600  0.8710850      0.5186797      0.7992399      0.5031638    
        3800  0.8710850      0.5110667      0.8023270      0.5036328    
        4000  0.8710850      0.5075191      0.8019532      0.5052394    
        4200  0.8710850      0.5404817      0.7889214      0.5035017    
        4400  0.8710850      0.5180368      0.8021051      0.5044242    
        4600  0.8710850      0.5093828      0.8007483      0.5024830    
        4800  0.8710850      0.5250316      0.7949430      0.5010229    
        5000  0.8710850      0.5009428      0.7991498      0.5042703    
        5200  0.8710850      0.5148739      0.7991738      0.5043537    
        5400  0.8710850      0.5137942      0.7989359      0.5043899    
        5600  0.8710850      0.5141639      0.7917843      0.5007765    
        5800  0.8710850      0.5116836      0.7946271      0.5030709    
        6000  0.8710850      0.5110992      0.7921249      0.5034456    
        6200  0.8710850      0.5069354      0.8073381      0.5100995    
        6400  0.8710850      0.5218090      0.7975510      0.5047712    
        6600  0.8710850      0.5206797      0.7952449      0.5020803    
        6800  0.8710850      0.5258400      0.7955997      0.5021192    
        7000  0.8710850      0.5181960      0.7976294      0.5060284    
        7200  0.8710850      0.5056090      0.8075684      0.5044604    
        7400  0.8710850      0.5283248      0.7860304      0.5033669    
        7600  0.8710850      0.5256484      0.7912511      0.5026273    
        7800  0.8710850      0.5364240      0.7951652      0.4984267    
        8000  0.8710850      0.5157272      0.8086404      0.4980802    
        8200  0.8710850      0.5417590      0.7895536      0.4994596    
        8400  0.8710850      0.5330893      0.7917079      0.5033583    
        8600  0.8710850      0.5148595      0.7994778      0.5003502    
        8800  0.8710850      0.5394381      0.7909104      0.5033898    
        9000  0.8710850      0.5292133      0.7988719      0.5062099    
        9200  0.8710850      0.5250917      0.7913294      0.5043921    
        9400  0.8710850      0.5264602      0.8003650      0.5021903    
        9600  0.8710850      0.5226211      0.7956262      0.5028623    
        9800  0.8710850      0.5270878      0.7969504      0.5033167    
