          20  0.8750000      0.8099250       1.720686      0.4471786      0.5893555    
          40  0.8750000      0.8114125       1.692943      0.4359453      0.5446778    
          60  0.8750000      0.8035000       1.652690      0.4362994      0.5348595    
          80  0.8750000      0.8053750       1.640828      0.4361389      0.5671818    
         100  0.8750000      0.7955250       1.656790      0.4374209      0.5612367    
         120  0.8750000      0.8072375       1.655662      0.4339654      0.5487515    
         140   1.000000      0.8194500       1.647817      0.4259713      0.5606021    
         160   1.000000      0.9319625       1.756654      0.3969573      0.4877930    
         180   1.000000      0.9221000       1.746902      0.4052814      0.5071344    
         200   1.000000      0.9346625       1.736432      0.4100246      0.5356719    
         220   1.000000      0.9198375       1.717089      0.4137118      0.5385016    
         240   1.000000      0.9399000       1.742733      0.4135671      0.5273373    
         260   1.000000      0.9338250       1.752204      0.4131327      0.5261111    
         280   1.000000      0.9265750       1.738100      0.4074157      0.5525397    
         300   1.000000      0.9332000       1.720069      0.4123680      0.5327784    
         320   1.000000      0.9205375       1.717765      0.4145066      0.5520020    
         340   1.000000      0.9298000       1.731577      0.4113481      0.5482488    
         360   1.000000      0.9401750       1.749277      0.4123953      0.4973545    
         380   1.000000      0.9353125       1.745156      0.4124031      0.5324126    
         400   1.000000      0.9247625       1.728347      0.4128098      0.5182419    
         420   1.000000      0.9220750       1.729817      0.4134833      0.5270849    
         440   1.000000      0.9246875       1.738943      0.4131471      0.5208116    
         460   1.000000      0.9274750       1.752828      0.4122212      0.5171697    
         480   1.000000      0.9354625       1.760580      0.4133459      0.5308818    
         500   1.000000      0.9266625       1.740782      0.4106413      0.5481656    
         520   1.000000      0.9240625       1.742407      0.4093939      0.5122221    
         540   1.000000      0.9330500       1.779792      0.4107859      0.5260772    
         560   1.000000      0.9285250       1.785118      0.4086477      0.5159990    
         580   1.000000      0.9197875       1.751386      0.4065364      0.5032139    
         600   1.000000      0.9201625       1.738947      0.4075265      0.5364205    
         620   1.000000      0.9418625       1.747124      0.4068400      0.5266300    
         640   1.000000      0.9327500       1.741467      0.4111147      0.5608465    
         660   1.000000      0.9308375       1.755079      0.4106492      0.5166494    
         680   1.000000      0.9340250       1.772616      0.4101268      0.5253907    
         700   1.000000      0.9313375       1.793441      0.4075041      0.5197710    
         720   1.000000      0.9279250       1.777102      0.4058297      0.5109601    
         740   1.000000      0.9335750       1.763694      0.4086173      0.5457295    
         741  0.7500000      0.4898250       1.748063      0.4082283      0.5457295    
         742  0.7500000      0.5254000       1.758672      0.4072565      0.5348024    
         743  0.8750000      0.5840750       1.748414      0.4117267      0.5170652    
         744  0.8750000      0.6150250       1.712768      0.4167280      0.5228928    
         745  0.8750000      0.6661750       1.697174      0.4180328      0.5267401    
         746  0.8750000      0.6966750       1.686503      0.4182995      0.5170652    
         747  0.8750000      0.7116375       1.678881      0.4192585      0.5472223    
         748  0.8750000      0.7004375       1.659721      0.4199862      0.5472223    
         749  0.8750000      0.7127000       1.667048      0.4192183      0.5481184    
         750  0.8750000      0.7143625       1.680582      0.4177611      0.5450147    
         751  0.8750000      0.7327250       1.717680      0.4161603      0.5450147    
         752  0.8750000      0.7395500       1.768995      0.4128011      0.5411111    
         753  0.8750000      0.7745125       1.871941      0.4087358      0.5406491    
         754  0.8750000      0.7870375       1.914160      0.4058541      0.5078043    
         755  0.8750000      0.8056500       1.941043      0.4053875      0.4989594    
         756  0.8750000      0.8006500       1.917265      0.4059228      0.5020810    
         757   1.000000      0.8109750       1.910778      0.4064894      0.5020810    
         758   1.000000      0.8005375       1.901905      0.4062703      0.4982533    
         759   1.000000      0.8172500       1.914054      0.4058879      0.4985352    
         760   1.000000      0.8127500       1.907714      0.4050025      0.4998564    
         761   1.000000      0.8064875       1.895606      0.4067442      0.4998564    
         762   1.000000      0.7998375       1.872268      0.4074411      0.5056018    
         763   1.000000      0.8144625       1.872370      0.4090334      0.5119678    
         764   1.000000      0.8193875       1.859330      0.4103892      0.5094482    
         765   1.000000      0.8148125       1.834790      0.4098495      0.5116904    
         766   1.000000      0.8256125       1.789554      0.4100535      0.5094482    
         767   1.000000      0.8415875       1.720796      0.4133922      0.5275889    
         768   1.000000      0.8578500       1.626250      0.4182549      0.5151367    
         769   1.000000      0.8869750       1.551556      0.4228703      0.5317383    
         770   1.000000      0.9025375       1.503158      0.4264466      0.5457855    
         771   1.000000      0.9000625       1.494820      0.4265320      0.5348595    
         772   1.000000      0.9082375       1.501171      0.4274381      0.5165029    
         773   1.000000      0.9198625       1.514217      0.4272323      0.5208116    
         774   1.000000      0.9199875       1.516039      0.4284919      0.5321150    
         775   1.000000      0.9233625       1.528362      0.4280560      0.5385742    
         776   1.000000      0.9183125       1.531677      0.4283654      0.5648779    
         777   1.000000      0.9269375       1.546813      0.4280505      0.5648779    
         778   1.000000      0.9241375       1.536572      0.4291587      0.5648779    
         779   1.000000      0.9130000       1.538426      0.4295006      0.5450149    
         780   1.000000      0.9089750       1.537348      0.4298151      0.5656887    
         781   1.000000      0.9033000       1.546336      0.4299031      0.5656887    
         782   1.000000      0.9173375       1.560169      0.4287834      0.5355495    
         783   1.000000      0.9041750       1.548740      0.4307965      0.5707598    
         784   1.000000      0.9233875       1.558564      0.4292125      0.5478317    
         785   1.000000      0.9165875       1.546573      0.4306027      0.5343392    
         786   1.000000      0.9050000       1.541840      0.4308347      0.5618622    
         787   1.000000      0.9293125       1.559110      0.4296153      0.5548471    
         788   1.000000      0.9107500       1.558944      0.4289217      0.5389032    
         789   1.000000      0.9206250       1.568344      0.4279047      0.5306509    
