 0 0.5 0.0075 1.0351988 0.432943
 200 0.875 0.5525 1.6743889 0.41208375
 400 0.875 0.526625 1.6744667 0.40724996
 600 0.875 0.5165 1.7136482 0.4091597
 800 0.875 0.5185 1.6782957 0.41192186
 1000 0.875 0.5425 1.7038223 0.4107297
 1200 0.875 0.5065 1.6005586 0.41255763
 1400 0.875 0.522125 1.6172599 0.41383353
 1600 0.875 0.524375 1.6676046 0.41129032
 1800 0.875 0.52025 1.6268266 0.41104722
 2000 0.875 0.525 1.6250919 0.4127228
 2200 0.875 0.50975 1.6201397 0.4076534
 2400 0.875 0.540125 1.6663113 0.40915945
 2600 0.875 0.52275 1.6528789 0.40724847
 2800 0.875 0.536 1.6339929 0.41255808
 3000 0.875 0.527625 1.680283 0.40853015
