 0 0.48374113 0.007635396 1.0373367 0.43326476
 200 0.8680791 0.43549135 1.0833814 0.5059756
 400 0.8680791 0.44640866 1.0826145 0.5109895
 600 0.8680791 0.4589117 1.0901268 0.50954026
 800 0.8680791 0.45718426 1.0875187 0.5121147
 1000 0.8680791 0.43879312 1.0860994 0.5088758
 1200 0.8680791 0.4430958 1.0876704 0.50923216
 1400 0.8680791 0.45101377 1.0917964 0.50770175
 1600 0.8680791 0.45680583 1.0860678 0.5098919
 1800 0.8680791 0.45756638 1.0883765 0.5087358
 2000 0.8680791 0.44826502 1.0895965 0.5066087
 2200 0.8680791 0.43084556 1.0857111 0.50892144
 2400 0.8680791 0.4618135 1.0928371 0.5099328
 2600 0.8680791 0.4491122 1.0880473 0.50732577
