 0 0.3637488 0.007094219 1.0409249 0.43291673
 200 0.9920789 0.5700328 1.2157525 0.4733
 220 0.9920789 0.57354605 1.2216338 0.4764395
 240 0.9920789 0.60249335 1.2270662 0.4759041
 260 0.9920789 0.5958898 1.2266334 0.47600183
 280 0.9920789 0.6072722 1.2394476 0.47628573
 300 0.9920789 0.59723735 1.2310219 0.4773445
 320 0.9920789 0.59037334 1.2192667 0.47568983
 340 1. 0.626875 1.4056278 0.45164534
 360 1. 0.614 1.5302938 0.43444222
 380 1. 0.614375 1.5718864 0.42981282
 400 1. 0.608875 1.565631 0.42043087
 420 1. 0.62525 1.5873913 0.42493686
