 0 0.3598517 0.007358528 1.0356355 0.43194014
 200 0.8688616 0.49156758 1.0371858 0.50396633
 400 0.992061 0.57863307 1.2287071 0.47588262
 420 0.992061 0.56614166 1.2183366 0.47537962
 440 0.992061 0.59783393 1.2345692 0.47651157
 460 0.9920789 0.59542614 1.2368213 0.47516638
 480 0.9920789 0.5984447 1.2328528 0.48045203
 500 0.9920789 0.5989761 1.2308278 0.48098144
 520 0.9920789 0.627852 1.2476808 0.47985825
 540 1. 0.6385 1.4341097 0.44856963
 560 1. 0.630125 1.5038399 0.43757707
 580 1. 0.62825 1.5715966 0.42898086
 600 1. 0.627875 1.6027994 0.42649528
 620 1. 0.62325 1.5989528 0.42704648
