 0 0.72628284 0.0067538773 1.0393796 0.43394488
 200 0.9920243 0.5638291 1.2173399 0.45687038
 220 0.9920243 0.57741994 1.2198145 0.46104342
 240 0.9920243 0.5677903 1.2165434 0.46161655
 260 0.9920243 0.58613086 1.2250673 0.46027276
 280 0.9920243 0.5492915 1.2123647 0.46043852
 300 0.9920243 0.5746564 1.2219692 0.46112192
 320 0.9920243 0.5502427 1.2101679 0.46392354
 340 1. 0.587 1.3323802 0.4469452
 360 1. 0.59575 1.4257053 0.43304068
 380 1. 0.606125 1.4765221 0.42890134
 400 1. 0.627875 1.5385133 0.42896268
 420 1. 0.622 1.5616627 0.42745277
