 0 0.36394095 0.0064011365 1.0338181 0.4321662
 200 0.86816406 0.44101328 1.0718741 0.47630668
 400 0.86816406 0.42041454 1.0686736 0.48120928
 600 0.86816406 0.4277384 1.0688573 0.48294896
 800 0.86816406 0.4306125 1.0700004 0.47882953
 1000 0.86816406 0.44373018 1.073173 0.48020282
 1200 0.86816406 0.4349668 1.0723104 0.48005614
 1400 0.86816406 0.41769496 1.0708082 0.4804993
 1600 0.86816406 0.41256565 1.0624965 0.47668523
 1800 0.86816406 0.43994084 1.0704677 0.47911596
 2000 0.86816406 0.41138703 1.0690751 0.4769045
 2200 0.86816406 0.44331247 1.0780047 0.47708088
 2400 0.86816406 0.43426132 1.0671889 0.48218402
 2600 0.86816406 0.43279475 1.0738419 0.47849676
 2800 0.8691406 0.43555203 1.064673 0.47595873
 3000 0.87057006 0.4666759 0.86485696 0.5196434
 3200 0.87057006 0.46310484 0.8612273 0.5204468
 3400 0.87057006 0.46403414 0.86353797 0.5215632
 3600 0.87057006 0.48419678 0.85351425 0.51694125
 3800 0.87057006 0.48023927 0.86271894 0.5171821
 4000 0.87057006 0.47456607 0.85943156 0.5195958
 4200 0.87057006 0.47642156 0.85755074 0.517584
 4400 0.87057006 0.46229082 0.8564699 0.5117376
 4600 0.87057006 0.44968638 0.8641811 0.5165171
 4800 0.9921638 0.57742685 1.2067064 0.48019972
 4820 0.9921638 0.57625896 1.1975652 0.47913733
 4840 0.9921638 0.5683094 1.2044953 0.48181224
 4860 0.9921638 0.56696194 1.1990911 0.4821876
 4880 0.9921638 0.59341735 1.2112256 0.4781203
 4900 0.9921638 0.5730293 1.2083172 0.47999656
 4920 0.9921638 0.5741591 1.2055479 0.48066178
 4940 1. 0.593125 1.3377628 0.45775372
 4960 1. 0.612875 1.4329406 0.44035745
 4980 1. 0.596625 1.5031667 0.43175867
 5000 1. 0.604375 1.5666125 0.4244167
 5020 1. 0.622625 1.5843985 0.42423326
